Ti,Fe,Ni,CSI,Ti2Ni
53.9,0.9,45.2,34112.70199,21.1801502
53.9,1,45.1,35819.90478,21.1872115
53.9,1.1,45,37583.70268,21.1930514
54,0,46,20776.10341,21.6087744
54,0.1,45.9,21867.6981,21.6297268
54,0.2,45.8,23067.62426,21.6508955
54,0.3,45.7,24262.38759,21.6672103
54,0.4,45.6,25575.57237,21.6835889
54,0.5,45.5,26929.77172,21.6982847
54,0.6,45.4,28369.90997,21.7113265
54,0.7,45.3,29927.89951,21.7232757
54,0.8,45.2,31464.4174,21.7334246
54,0.9,45.1,33113.12483,21.7423995
54,1,45,34802.12605,21.7494873
54.1,0,45.9,20256.18564,22.1685674
54.1,0.1,45.8,21220.05218,22.1901068
54.1,0.2,45.7,22473.54575,22.2107291
54.1,0.3,45.6,23645.57327,22.2284759
54.1,0.4,45.5,24938.34892,22.2452342
54.1,0.5,45.4,26242.76934,22.260282
54.1,0.6,45.3,27652.26998,22.2742367
54.1,0.7,45.2,29081.19265,22.28638
54.1,0.8,45.1,30631.53255,22.2966721
54.1,0.9,45,32147.9556,22.307064
54.2,0,45.8,19745.73096,22.7301551
54.2,0.1,45.7,20679.69939,22.752218
54.2,0.2,45.6,21900.21556,22.7744029
54.2,0.3,45.5,23011.14226,22.7915293
54.2,0.4,45.4,24297.77601,22.8087348
54.2,0.5,45.3,25595.8458,22.8239954
54.2,0.6,45.2,26958.82793,22.838212
54.2,0.7,45.1,28296.74572,22.8505523
54.2,0.8,45,29749.73212,22.8609625
54.3,0,45.7,19270.29354,23.2921204
54.3,0.1,45.6,20292.27062,23.3154196
54.3,0.2,45.5,21317.33415,23.3363872
54.3,0.3,45.4,22469.36383,23.3556353
54.3,0.4,45.3,23691.49155,23.3731135
54.3,0.5,45.2,24896.30633,23.3887665
54.3,0.6,45.1,26231.90972,23.4032192
54.3,0.7,45,27592.80614,23.4157279
54.4,0,45.6,18773.3805,23.8558118
54.4,0.1,45.5,19790.49862,23.8807141
54.4,0.2,45.4,20846.93017,23.9004055
54.4,0.3,45.3,21920.45069,23.9207715
54.4,0.4,45.2,23035.11127,23.9385984
54.4,0.5,45.1,24232.50208,23.9545241
54.4,0.6,45,25571.11735,23.9692205
54.5,0,45.5,18337.86553,24.4205169
54.5,0.1,45.4,19343.55292,24.4442077
54.5,0.2,45.3,20331.75646,24.4661082
54.5,0.3,45.2,21399.63315,24.486876
54.5,0.4,45.1,22498.00774,24.5050536
54.5,0.5,45,23701.2904,24.5219824
54.6,0,45.4,17954.38112,24.9861789
54.6,0.1,45.3,18901.97919,25.0127186
54.6,0.2,45.2,19813.72687,25.0334837
54.6,0.3,45.1,20713.17386,25.0539523
54.6,0.4,45,21983.88037,25.0725116
54.7,0,45.3,17543.83799,25.5535721
54.7,0.1,45.2,18469.2341,25.5782766
54.7,0.2,45.1,19431.96251,25.6010824
54.7,0.3,45,20432.32784,25.621969
54.8,0,45.2,17175.72127,26.1211061
54.8,0.1,45.1,18059.15928,26.1463193
54.8,0.2,45,18954.03237,26.1703277
54.9,0,45.1,16790.08023,26.690331
54.9,0.1,45,17657.92449,26.7160006
55,0,45,16447.93675,27.2603774
